id_transaccion,id_cliente,fecha_compra,producto,categoria_producto,precio_unitario,cantidad,importe_total,metodo_pago,coste_envio,coste_fabricacion
5560,1896,2024-11-25,HP Spectre x360,Portátiles,868.91,2,1737.82,tarjeta,12.5,694.53
5561,3744,2024-05-15,Dell XPS 13,Portátiles,1305.42,1,1305.42,paypal,11.0,950.86
5562,74,2024-07-23,Powerbank Anker 20000 mAh,Accesorios,206.55,3,619.65,tarjeta,4.74,76.36
5563,4889,2024-07-23,Google Pixel 8,Móviles,1377.75,4,5511.0,bizum,9.51,789.69
5564,665,2023-04-12,Google Pixel 8,Móviles,325.77,2,651.54,paypal,14.96,197.92
5565,4875,2024-11-03,Auriculares Sony WH-1000XM5,Accesorios,100.0,1,100.0,tarjeta,5.11,33.09
5566,4690,2024-12-22,Huawei Watch GT 4,Relojes inteligentes,625.96,3,1877.88,bizum,7.28,288.94
5567,154,2023-09-26,Lenovo ThinkPad X1 Carbon,Portátiles,1327.44,4,5309.76,paypal,16.69,1020.14
5568,1704,2024-10-26,Cargador inalámbrico Belkin,Accesorios,107.83,1,107.83,bizum,4.8,28.24
5569,4959,2024-04-22,iPhone 15,Móviles,525.46,1,525.46,tarjeta,10.44,305.51
5570,2228,2024-06-10,OnePlus 11,Móviles,632.92,2,1265.84,transferencia,8.08,438.05
5571,4685,2023-11-11,MacBook Air M2,Portátiles,1624.18,3,4872.54,transferencia,16.58,992.78
5572,550,2024-01-23,Auriculares Sony WH-1000XM5,Accesorios,33.42,1,33.42,tarjeta,7.41,10.53
5573,4030,2024-11-10,iPhone 15,Móviles,738.78,3,2216.34,paypal,8.8,493.0
5574,4893,2023-06-25,MacBook Air M2,Portátiles,1486.4,1,1486.4,transferencia,15.2,1034.38
5575,2051,2024-02-22,Huawei Watch GT 4,Relojes inteligentes,405.01,2,810.02,bizum,5.39,229.0
5576,4005,2024-11-24,OnePlus 11,Móviles,775.39,3,2326.17,bizum,9.74,400.87
5577,2491,2023-09-19,Google Pixel 8,Móviles,588.65,1,588.65,bizum,8.44,305.88
5578,4204,2024-11-10,Ratón Logitech MX Master 3,Accesorios,266.76,2,533.52,bizum,3.62,88.79
5579,755,2024-07-25,Google Pixel 8,Móviles,342.16,3,1026.48,transferencia,16.54,239.05
5580,2042,2024-07-27,Powerbank Anker 20000 mAh,Accesorios,185.51,4,742.04,bizum,5.21,73.51
5581,1846,2023-12-08,iPhone 15,Móviles,488.33,1,488.33,paypal,6.09,301.01
5582,1067,2024-02-25,Samsung Galaxy Watch 6,Relojes inteligentes,666.57,3,1999.71,tarjeta,11.74,272.26
5583,4175,2024-01-23,iPhone 15,Móviles,695.42,1,695.42,transferencia,11.76,432.29
5584,1389,2023-08-12,Auriculares Sony WH-1000XM5,Accesorios,82.68,2,165.36,bizum,11.9,23.85
5585,2474,2023-07-13,Samsung Galaxy S23,Móviles,357.8,2,715.6,transferencia,16.09,187.17
5586,1124,2024-01-19,Xiaomi 13,Móviles,841.3,2,1682.6,bizum,12.81,499.54
5587,2117,2023-11-16,Google Pixel 8,Móviles,1426.96,4,5707.84,paypal,10.61,818.53
5588,3573,2023-03-23,Fitbit Versa 4,Relojes inteligentes,303.95,1,303.95,paypal,5.93,160.88
5589,3685,2024-02-22,Powerbank Anker 20000 mAh,Accesorios,35.54,3,106.62,tarjeta,9.75,13.33
5590,1958,2023-11-19,Fitbit Versa 4,Relojes inteligentes,201.99,4,807.96,paypal,7.85,81.11
5591,1021,2023-02-16,Fitbit Versa 4,Relojes inteligentes,332.79,2,665.58,bizum,10.03,148.95
5592,1548,2023-04-19,Huawei Watch GT 4,Relojes inteligentes,499.57,1,499.57,tarjeta,11.94,256.81
5593,3913,2024-04-21,Auriculares Sony WH-1000XM5,Accesorios,116.2,3,348.6,transferencia,9.34,28.13
5594,1701,2024-09-07,OnePlus 11,Móviles,740.88,1,740.88,transferencia,12.64,370.89
5595,2159,2024-02-18,Garmin Forerunner 255,Relojes inteligentes,382.08,1,382.08,paypal,11.53,185.07
5596,4427,2024-12-18,Auriculares Sony WH-1000XM5,Accesorios,192.19,2,384.38,bizum,4.02,69.13
5597,1120,2024-08-24,iPhone 15,Móviles,1015.23,1,1015.23,tarjeta,13.49,636.1
5598,1939,2023-04-15,MacBook Air M2,Portátiles,1985.94,3,5957.82,tarjeta,14.24,1464.94
5599,490,2023-01-25,Lenovo ThinkPad X1 Carbon,Portátiles,2145.44,1,2145.44,transferencia,21.89,1676.07
5600,3289,2024-03-12,Dell XPS 13,Portátiles,1199.11,1,1199.11,bizum,17.74,865.33
5601,1027,2024-11-06,Google Pixel 8,Móviles,1462.93,1,1462.93,tarjeta,9.73,969.46
5602,3768,2024-04-20,Garmin Forerunner 255,Relojes inteligentes,267.48,4,1069.92,transferencia,7.45,143.72
5603,4715,2023-02-26,MacBook Air M2,Portátiles,2475.74,1,2475.74,transferencia,11.66,1952.77
5604,1346,2023-10-09,Teclado Keychron K6,Accesorios,263.22,2,526.44,tarjeta,7.28,55.22
5605,1543,2024-07-17,Xiaomi 13,Móviles,833.72,1,833.72,paypal,12.25,423.6
5606,1185,2024-05-26,Lenovo ThinkPad X1 Carbon,Portátiles,1240.72,1,1240.72,tarjeta,19.21,935.09
5607,593,2023-10-03,Powerbank Anker 20000 mAh,Accesorios,289.92,1,289.92,bizum,5.74,62.17
5608,4800,2024-01-27,Fitbit Versa 4,Relojes inteligentes,278.74,1,278.74,paypal,10.41,126.94
5609,1156,2023-05-08,Google Pixel 8,Móviles,884.93,4,3539.72,tarjeta,7.63,472.34
5610,3663,2023-01-07,Lenovo ThinkPad X1 Carbon,Portátiles,1919.17,1,1919.17,transferencia,11.98,1515.16
5611,4556,2024-09-17,iPhone 15,Móviles,712.84,1,712.84,transferencia,7.41,424.11
5612,1309,2024-02-17,Apple Watch Series 9,Relojes inteligentes,377.37,1,377.37,transferencia,5.37,215.13
5613,1980,2024-05-12,Dell XPS 13,Portátiles,1658.02,1,1658.02,tarjeta,21.76,1307.2
5614,916,2023-11-16,Samsung Galaxy Watch 6,Relojes inteligentes,302.68,3,908.04,transferencia,9.4,148.18
5615,144,2023-12-04,OnePlus 11,Móviles,1406.65,1,1406.65,transferencia,5.15,744.21
5616,4337,2023-09-01,Lenovo ThinkPad X1 Carbon,Portátiles,1755.24,2,3510.48,tarjeta,9.53,1146.64
5617,2611,2023-12-03,Powerbank Anker 20000 mAh,Accesorios,188.96,1,188.96,paypal,8.71,56.85
5618,3566,2023-05-04,iPhone 15,Móviles,1064.75,1,1064.75,paypal,13.12,621.25
5619,3254,2024-07-04,Auriculares Sony WH-1000XM5,Accesorios,117.04,2,234.08,tarjeta,4.06,38.54
5620,9,2024-04-04,Dell XPS 13,Portátiles,1418.24,1,1418.24,transferencia,21.74,1097.63
5621,435,2024-04-13,Powerbank Anker 20000 mAh,Accesorios,92.09,3,276.27,transferencia,8.95,23.14
5622,1159,2023-07-08,Dell XPS 13,Portátiles,2430.77,3,7292.31,bizum,28.36,1800.83
5623,1868,2024-01-27,Ratón Logitech MX Master 3,Accesorios,148.17,4,592.68,bizum,9.22,31.63
5624,267,2023-11-08,MacBook Air M2,Portátiles,1006.95,1,1006.95,transferencia,16.27,632.42
5625,729,2024-09-13,Asus ZenBook 14,Portátiles,1559.9,4,6239.6,tarjeta,16.41,1033.76
5626,3092,2023-07-02,Teclado Keychron K6,Accesorios,51.22,2,102.44,tarjeta,4.2,15.85
5627,2611,2024-09-07,Ratón Logitech MX Master 3,Accesorios,159.78,4,639.12,tarjeta,5.21,58.97
5628,4444,2024-11-21,Asus ZenBook 14,Portátiles,1273.84,2,2547.68,bizum,9.85,785.68
5629,31,2024-11-07,Apple Watch Series 9,Relojes inteligentes,591.69,1,591.69,paypal,5.05,257.92
5630,3591,2024-09-02,Huawei Watch GT 4,Relojes inteligentes,242.74,4,970.96,paypal,6.46,105.4
5631,4959,2024-05-06,Cargador inalámbrico Belkin,Accesorios,286.01,1,286.01,transferencia,8.08,76.38
5632,1192,2024-09-23,Fitbit Versa 4,Relojes inteligentes,183.2,1,183.2,tarjeta,9.98,80.58
5633,1435,2023-05-26,Powerbank Anker 20000 mAh,Accesorios,274.24,1,274.24,bizum,7.47,79.96
5634,3725,2024-11-14,Xiaomi 13,Móviles,654.99,1,654.99,transferencia,10.95,401.96
5635,3010,2024-01-08,MacBook Air M2,Portátiles,1717.32,2,3434.64,paypal,14.84,1142.05
5636,4384,2024-07-26,Cargador inalámbrico Belkin,Accesorios,145.94,1,145.94,bizum,9.79,32.53
5637,1235,2024-06-10,Huawei Watch GT 4,Relojes inteligentes,276.89,1,276.89,bizum,11.66,142.68
5638,1885,2023-12-22,Apple Watch Series 9,Relojes inteligentes,276.18,1,276.18,transferencia,4.39,135.39
5639,809,2023-12-21,Auriculares Sony WH-1000XM5,Accesorios,116.2,4,464.8,paypal,3.79,40.39
5640,1903,2024-11-01,Apple Watch Series 9,Relojes inteligentes,343.32,1,343.32,tarjeta,8.03,198.87
5641,3285,2024-07-25,HP Spectre x360,Portátiles,817.26,4,3269.04,tarjeta,11.47,628.33
5642,2600,2024-10-17,Lenovo ThinkPad X1 Carbon,Portátiles,965.08,2,1930.16,transferencia,17.64,759.68
5643,2465,2024-06-01,Teclado Keychron K6,Accesorios,163.05,3,489.15,transferencia,3.36,37.47
5644,1133,2024-10-09,Google Pixel 8,Móviles,1177.78,2,2355.56,transferencia,12.28,648.52
5645,1222,2024-10-11,Garmin Forerunner 255,Relojes inteligentes,212.43,1,212.43,tarjeta,11.15,114.88
5646,1361,2024-05-09,Teclado Keychron K6,Accesorios,241.71,2,483.42,tarjeta,8.26,61.57
5647,3545,2023-04-21,Ratón Logitech MX Master 3,Accesorios,145.92,2,291.84,bizum,7.62,49.88
5648,884,2023-09-21,Fitbit Versa 4,Relojes inteligentes,450.69,2,901.38,tarjeta,9.18,258.24
5649,1221,2024-09-07,MacBook Air M2,Portátiles,2477.35,2,4954.7,tarjeta,19.84,1626.75
5650,4104,2024-12-02,Auriculares Sony WH-1000XM5,Accesorios,194.81,4,779.24,paypal,3.97,68.45
5651,1204,2023-10-11,Samsung Galaxy Watch 6,Relojes inteligentes,285.92,4,1143.68,transferencia,11.08,116.35
5652,1057,2024-10-05,Powerbank Anker 20000 mAh,Accesorios,10.79,1,10.79,transferencia,9.9,2.65
5653,3155,2023-06-19,Ratón Logitech MX Master 3,Accesorios,215.72,2,431.44,bizum,5.15,64.16
5654,26,2024-11-25,Huawei Watch GT 4,Relojes inteligentes,255.89,4,1023.56,tarjeta,8.7,132.33
5655,597,2024-05-04,iPhone 15,Móviles,864.91,1,864.91,transferencia,7.56,462.31
5656,4972,2023-10-20,HP Spectre x360,Portátiles,979.59,1,979.59,tarjeta,10.26,681.78
5657,874,2024-01-07,Huawei Watch GT 4,Relojes inteligentes,250.54,1,250.54,tarjeta,9.35,140.24
5658,2523,2024-05-22,Google Pixel 8,Móviles,560.29,1,560.29,bizum,6.92,335.78
5659,1262,2024-12-26,Samsung Galaxy Watch 6,Relojes inteligentes,190.93,2,381.86,paypal,5.29,103.53
5660,4010,2023-01-03,Fitbit Versa 4,Relojes inteligentes,489.49,3,1468.47,transferencia,8.35,239.92
5661,80,2023-04-23,Lenovo ThinkPad X1 Carbon,Portátiles,1460.11,1,1460.11,bizum,19.85,975.08
5662,4632,2024-08-05,HP Spectre x360,Portátiles,1955.34,2,3910.68,tarjeta,26.39,1448.77
5663,1287,2023-11-23,Lenovo ThinkPad X1 Carbon,Portátiles,2045.37,1,2045.37,transferencia,11.93,1231.74
5664,596,2024-04-21,Lenovo ThinkPad X1 Carbon,Portátiles,2340.5,3,7021.5,transferencia,8.5,1696.67
5665,1950,2024-12-14,Asus ZenBook 14,Portátiles,2352.51,2,4705.02,tarjeta,10.11,1454.17
5666,2695,2024-12-20,Fitbit Versa 4,Relojes inteligentes,432.8,1,432.8,bizum,5.92,233.32
5667,246,2023-06-26,Teclado Keychron K6,Accesorios,14.1,1,14.1,bizum,8.5,3.01
5668,269,2024-09-23,Apple Watch Series 9,Relojes inteligentes,267.85,1,267.85,transferencia,8.42,147.94
5669,4461,2024-06-24,Apple Watch Series 9,Relojes inteligentes,187.12,4,748.48,transferencia,6.1,110.35
5670,3937,2024-11-11,Samsung Galaxy Watch 6,Relojes inteligentes,655.24,3,1965.72,tarjeta,5.47,363.0
5671,2492,2024-12-23,Samsung Galaxy S23,Móviles,413.58,1,413.58,paypal,10.58,225.47
5672,4188,2024-11-16,MacBook Air M2,Portátiles,1318.92,2,2637.84,paypal,9.4,808.14
5673,3774,2024-12-15,iPhone 15,Móviles,1152.15,1,1152.15,bizum,11.27,619.13
5674,2083,2024-02-19,Samsung Galaxy Watch 6,Relojes inteligentes,418.27,4,1673.08,bizum,6.11,186.59
5675,3577,2024-01-19,Huawei Watch GT 4,Relojes inteligentes,661.44,1,661.44,paypal,5.57,321.97
5676,4583,2023-11-22,Fitbit Versa 4,Relojes inteligentes,587.84,2,1175.68,bizum,7.07,330.93
5677,35,2024-09-14,Asus ZenBook 14,Portátiles,1247.05,1,1247.05,tarjeta,19.76,764.5
5678,3341,2024-08-01,MacBook Air M2,Portátiles,2335.54,1,2335.54,bizum,20.12,1861.81
5679,3692,2024-06-27,Fitbit Versa 4,Relojes inteligentes,343.36,2,686.72,tarjeta,11.61,167.17
5680,4041,2024-05-26,Samsung Galaxy S23,Móviles,508.32,2,1016.64,bizum,13.01,315.24
5681,739,2023-08-03,iPhone 15,Móviles,315.24,1,315.24,paypal,17.04,174.79
5682,316,2024-12-09,Lenovo ThinkPad X1 Carbon,Portátiles,2123.41,2,4246.82,tarjeta,19.79,1450.34
5683,557,2023-11-09,Cargador inalámbrico Belkin,Accesorios,137.41,1,137.41,tarjeta,3.11,46.32
5684,2736,2024-08-21,Samsung Galaxy Watch 6,Relojes inteligentes,247.08,4,988.32,tarjeta,7.92,100.1
5685,4988,2024-01-23,Samsung Galaxy Watch 6,Relojes inteligentes,322.62,1,322.62,transferencia,5.75,184.91
5686,618,2024-03-25,Xiaomi 13,Móviles,1307.51,1,1307.51,bizum,14.25,851.65
5687,3902,2024-12-03,Powerbank Anker 20000 mAh,Accesorios,289.96,1,289.96,tarjeta,4.24,109.3
5688,1113,2024-05-19,HP Spectre x360,Portátiles,962.74,4,3850.96,transferencia,12.29,717.19
5689,1740,2024-05-14,HP Spectre x360,Portátiles,1965.13,2,3930.26,transferencia,20.35,1328.75
5690,100,2024-09-21,Garmin Forerunner 255,Relojes inteligentes,609.23,4,2436.92,transferencia,5.12,322.34
5691,1581,2024-01-24,Google Pixel 8,Móviles,383.88,1,383.88,tarjeta,6.39,244.87
5692,1956,2024-02-02,Ratón Logitech MX Master 3,Accesorios,219.38,2,438.76,transferencia,9.02,87.24
5693,4607,2024-11-16,Samsung Galaxy Watch 6,Relojes inteligentes,294.1,2,588.2,paypal,5.09,140.67
5694,4320,2023-10-06,Samsung Galaxy S23,Móviles,623.17,4,2492.68,bizum,9.19,414.12
5695,678,2024-09-13,Auriculares Sony WH-1000XM5,Accesorios,217.13,3,651.39,tarjeta,5.16,56.64
5696,837,2024-12-23,Auriculares Sony WH-1000XM5,Accesorios,210.89,3,632.67,transferencia,5.53,62.02
5697,21,2024-12-06,Samsung Galaxy Watch 6,Relojes inteligentes,679.05,3,2037.15,transferencia,5.08,375.78
5698,796,2023-11-05,Xiaomi 13,Móviles,666.89,1,666.89,tarjeta,7.69,422.98
5699,3161,2023-03-13,Lenovo ThinkPad X1 Carbon,Portátiles,836.63,1,836.63,transferencia,21.9,549.86
5700,1273,2023-07-01,Powerbank Anker 20000 mAh,Accesorios,295.4,4,1181.6,bizum,6.3,102.57
5701,689,2023-05-22,Ratón Logitech MX Master 3,Accesorios,200.58,1,200.58,paypal,6.97,76.14
5702,3955,2023-11-12,MacBook Air M2,Portátiles,2262.96,1,2262.96,transferencia,17.01,1475.11
5703,2540,2023-08-07,Xiaomi 13,Móviles,861.36,1,861.36,transferencia,17.38,521.73
5704,2153,2024-03-26,Apple Watch Series 9,Relojes inteligentes,417.34,4,1669.36,transferencia,6.33,185.39
5705,4794,2024-12-13,Google Pixel 8,Móviles,837.98,1,837.98,bizum,11.61,566.36
5706,3779,2024-01-18,MacBook Air M2,Portátiles,2480.29,3,7440.87,bizum,19.52,1640.39
5707,2712,2024-02-10,MacBook Air M2,Portátiles,1202.24,1,1202.24,paypal,10.89,814.55
5708,209,2024-11-01,Cargador inalámbrico Belkin,Accesorios,32.98,4,131.92,tarjeta,6.59,11.39
5709,798,2024-04-19,Huawei Watch GT 4,Relojes inteligentes,606.63,2,1213.26,tarjeta,7.74,327.65
5710,4526,2024-01-07,Fitbit Versa 4,Relojes inteligentes,297.01,1,297.01,bizum,8.01,142.61
5711,3878,2024-04-15,Dell XPS 13,Portátiles,891.64,1,891.64,tarjeta,19.14,671.79
5712,4311,2023-09-02,MacBook Air M2,Portátiles,2347.44,1,2347.44,tarjeta,16.96,1543.05
5713,1795,2023-09-21,Cargador inalámbrico Belkin,Accesorios,138.61,1,138.61,bizum,6.32,40.4
5714,1012,2023-03-09,Samsung Galaxy Watch 6,Relojes inteligentes,606.27,2,1212.54,tarjeta,5.35,306.7
5715,4140,2024-10-12,Ratón Logitech MX Master 3,Accesorios,54.94,1,54.94,transferencia,3.38,11.58
5716,3270,2023-05-01,HP Spectre x360,Portátiles,2129.34,1,2129.34,paypal,20.42,1537.76
5717,1496,2024-10-26,OnePlus 11,Móviles,592.06,2,1184.12,bizum,12.55,359.18
5718,608,2024-10-26,Samsung Galaxy Watch 6,Relojes inteligentes,290.79,2,581.58,bizum,8.13,141.31
5719,1092,2023-12-24,Samsung Galaxy S23,Móviles,393.23,1,393.23,tarjeta,5.91,235.32
5720,4661,2024-04-07,OnePlus 11,Móviles,1289.72,1,1289.72,bizum,9.24,669.38
5721,3158,2024-03-16,Teclado Keychron K6,Accesorios,23.9,1,23.9,tarjeta,8.24,9.44
5722,3881,2024-06-20,Xiaomi 13,Móviles,530.77,2,1061.54,paypal,13.28,298.48
5723,4076,2023-09-17,Apple Watch Series 9,Relojes inteligentes,509.11,2,1018.22,tarjeta,8.26,286.19
5724,498,2023-03-23,Garmin Forerunner 255,Relojes inteligentes,205.2,2,410.4,tarjeta,7.92,121.44
5725,3409,2024-08-26,Auriculares Sony WH-1000XM5,Accesorios,121.48,1,121.48,paypal,4.33,28.21
5726,1776,2024-10-21,Asus ZenBook 14,Portátiles,1667.55,3,5002.65,bizum,16.87,1267.74
5727,1998,2023-04-02,MacBook Air M2,Portátiles,2441.71,1,2441.71,tarjeta,12.29,1651.2
5728,1117,2024-12-19,Dell XPS 13,Portátiles,2615.01,1,2615.01,tarjeta,16.39,2026.77
5729,4169,2024-06-05,HP Spectre x360,Portátiles,2328.58,1,2328.58,bizum,22.94,1670.78
5730,3288,2024-02-06,MacBook Air M2,Portátiles,2284.49,1,2284.49,bizum,17.91,1783.27
5731,4252,2024-05-06,Cargador inalámbrico Belkin,Accesorios,100.7,1,100.7,paypal,7.79,26.61
5732,202,2023-02-01,Google Pixel 8,Móviles,787.48,2,1574.96,transferencia,6.47,452.22
5733,3050,2024-11-10,Google Pixel 8,Móviles,414.12,1,414.12,bizum,11.59,247.23
5734,1360,2023-10-22,OnePlus 11,Móviles,377.75,2,755.5,transferencia,13.08,201.69
5735,621,2023-04-06,iPhone 15,Móviles,1075.48,2,2150.96,paypal,8.66,547.55
5736,2943,2024-11-16,Ratón Logitech MX Master 3,Accesorios,276.25,1,276.25,paypal,2.81,95.05
5737,4056,2023-05-04,HP Spectre x360,Portátiles,1735.01,2,3470.02,tarjeta,13.67,1300.12
5738,1739,2024-04-27,Samsung Galaxy Watch 6,Relojes inteligentes,603.85,3,1811.55,transferencia,5.85,357.36
5739,1252,2024-06-25,Apple Watch Series 9,Relojes inteligentes,675.99,4,2703.96,paypal,5.41,399.05
5740,4211,2024-10-23,Dell XPS 13,Portátiles,1196.45,1,1196.45,transferencia,16.54,838.06
5741,308,2023-10-11,Powerbank Anker 20000 mAh,Accesorios,109.51,1,109.51,tarjeta,9.71,31.55
5742,153,2024-02-19,Powerbank Anker 20000 mAh,Accesorios,262.21,1,262.21,tarjeta,7.99,70.85
5743,2525,2023-01-15,Google Pixel 8,Móviles,873.8,1,873.8,transferencia,10.82,507.43
5744,3330,2023-08-19,Ratón Logitech MX Master 3,Accesorios,20.81,2,41.62,transferencia,7.35,5.15
5745,1719,2023-03-05,Google Pixel 8,Móviles,373.5,4,1494.0,bizum,8.39,237.92
5746,1688,2023-08-12,iPhone 15,Móviles,1015.39,3,3046.17,bizum,11.5,683.65
5747,1612,2024-09-12,Powerbank Anker 20000 mAh,Accesorios,227.36,1,227.36,bizum,7.2,74.77
5748,1901,2024-09-10,Huawei Watch GT 4,Relojes inteligentes,438.43,1,438.43,tarjeta,8.72,178.73
5749,2654,2023-02-06,Asus ZenBook 14,Portátiles,1143.58,1,1143.58,bizum,13.22,809.12
5750,2033,2024-05-25,Cargador inalámbrico Belkin,Accesorios,31.81,2,63.62,paypal,5.65,7.67
5751,4293,2024-09-11,Asus ZenBook 14,Portátiles,1756.87,2,3513.74,transferencia,19.33,1205.82
5752,419,2023-12-14,Fitbit Versa 4,Relojes inteligentes,378.85,2,757.7,paypal,7.83,187.3
5753,3998,2023-08-12,Dell XPS 13,Portátiles,988.29,1,988.29,paypal,27.06,640.44
5754,2296,2023-11-20,Ratón Logitech MX Master 3,Accesorios,141.53,2,283.06,paypal,3.02,42.49
5755,67,2024-05-24,OnePlus 11,Móviles,408.18,2,816.36,paypal,12.46,248.94
5756,1875,2023-06-12,Apple Watch Series 9,Relojes inteligentes,480.68,2,961.36,paypal,6.86,262.85
5757,4216,2023-12-13,Asus ZenBook 14,Portátiles,2150.17,1,2150.17,paypal,14.56,1315.01
5758,2236,2024-03-25,MacBook Air M2,Portátiles,1776.13,2,3552.26,tarjeta,18.4,1235.56
5759,4784,2024-05-21,Ratón Logitech MX Master 3,Accesorios,214.85,2,429.7,transferencia,7.91,84.68
5760,2068,2024-11-17,Huawei Watch GT 4,Relojes inteligentes,672.88,1,672.88,bizum,4.58,374.99
5761,2874,2024-03-17,HP Spectre x360,Portátiles,1865.91,1,1865.91,paypal,16.11,1170.33
5762,3602,2024-08-13,Dell XPS 13,Portátiles,1857.01,2,3714.02,transferencia,10.63,1484.69
5763,3880,2023-01-08,Huawei Watch GT 4,Relojes inteligentes,530.66,3,1591.98,transferencia,8.77,283.34
5764,3126,2023-03-06,Google Pixel 8,Móviles,862.45,1,862.45,tarjeta,8.73,552.28
5765,1516,2023-05-22,Google Pixel 8,Móviles,1265.39,2,2530.78,paypal,12.44,738.29
5766,1185,2023-12-24,Asus ZenBook 14,Portátiles,2490.74,1,2490.74,paypal,10.65,1756.54
5767,4530,2024-08-12,iPhone 15,Móviles,552.39,2,1104.78,transferencia,12.78,299.41
5768,4503,2024-04-21,Asus ZenBook 14,Portátiles,2306.02,4,9224.08,paypal,23.97,1519.71
5769,3895,2024-10-11,Fitbit Versa 4,Relojes inteligentes,187.42,2,374.84,tarjeta,11.96,88.69
5770,3538,2023-03-10,Garmin Forerunner 255,Relojes inteligentes,190.82,4,763.28,tarjeta,5.9,90.22
5771,4975,2023-11-22,Samsung Galaxy Watch 6,Relojes inteligentes,387.23,1,387.23,tarjeta,7.28,228.24
5772,634,2024-05-23,Samsung Galaxy Watch 6,Relojes inteligentes,583.83,3,1751.49,transferencia,8.73,285.67
5773,3649,2023-03-05,OnePlus 11,Móviles,1026.49,1,1026.49,tarjeta,9.19,591.36
5774,295,2024-03-10,Apple Watch Series 9,Relojes inteligentes,644.67,4,2578.68,tarjeta,11.1,373.38
5775,347,2024-09-27,Huawei Watch GT 4,Relojes inteligentes,229.5,1,229.5,tarjeta,5.96,101.88
5776,4582,2024-08-26,Huawei Watch GT 4,Relojes inteligentes,310.03,2,620.06,tarjeta,12.35,131.54
5777,2654,2023-02-06,Xiaomi 13,Móviles,918.47,1,918.47,paypal,10.8,600.09
5778,2374,2024-07-18,Cargador inalámbrico Belkin,Accesorios,239.77,1,239.77,bizum,8.63,66.31
5779,1069,2024-05-15,HP Spectre x360,Portátiles,1366.7,3,4100.1,tarjeta,24.81,879.24
5780,3373,2024-07-09,Huawei Watch GT 4,Relojes inteligentes,443.43,1,443.43,paypal,8.09,252.93
5781,2777,2023-12-11,Auriculares Sony WH-1000XM5,Accesorios,77.39,2,154.78,transferencia,6.54,24.85
5782,810,2023-11-06,Apple Watch Series 9,Relojes inteligentes,677.82,4,2711.28,paypal,7.18,403.79
5783,4343,2023-04-11,Asus ZenBook 14,Portátiles,877.97,1,877.97,tarjeta,22.9,585.08
5784,3855,2024-10-12,Xiaomi 13,Móviles,447.51,2,895.02,tarjeta,14.23,261.11
5785,3462,2023-03-21,Teclado Keychron K6,Accesorios,256.76,1,256.76,bizum,6.16,67.89
5786,3550,2023-01-11,Huawei Watch GT 4,Relojes inteligentes,180.9,1,180.9,tarjeta,10.33,81.14
5787,1614,2023-11-27,Samsung Galaxy S23,Móviles,814.09,1,814.09,bizum,6.47,454.27
5788,81,2024-12-23,Powerbank Anker 20000 mAh,Accesorios,121.25,4,485.0,transferencia,6.81,43.37
5789,2508,2023-01-25,Samsung Galaxy Watch 6,Relojes inteligentes,546.15,1,546.15,transferencia,10.57,294.06
5790,3803,2024-08-01,iPhone 15,Móviles,1002.27,1,1002.27,paypal,11.6,539.93
5791,4189,2023-05-15,HP Spectre x360,Portátiles,2221.5,2,4443.0,transferencia,16.43,1530.32
5792,3454,2023-12-15,Garmin Forerunner 255,Relojes inteligentes,485.32,1,485.32,tarjeta,4.42,241.17
5793,1769,2024-08-04,Garmin Forerunner 255,Relojes inteligentes,499.65,3,1498.95,paypal,12.28,230.6
5794,3028,2024-10-05,Asus ZenBook 14,Portátiles,2256.56,1,2256.56,transferencia,15.08,1433.59
5795,3532,2024-02-07,Dell XPS 13,Portátiles,1926.54,2,3853.08,transferencia,16.46,1470.66
5796,4644,2024-04-04,Xiaomi 13,Móviles,1477.99,2,2955.98,paypal,7.94,783.9
5797,2495,2024-10-06,Dell XPS 13,Portátiles,998.33,2,1996.66,transferencia,9.34,722.76
5798,3649,2024-04-09,Apple Watch Series 9,Relojes inteligentes,540.5,2,1081.0,bizum,6.99,218.09
5799,3702,2024-11-06,Teclado Keychron K6,Accesorios,16.3,2,32.6,transferencia,4.85,5.63
5800,3718,2024-10-12,Dell XPS 13,Portátiles,1143.79,4,4575.16,transferencia,10.04,709.53
5801,2985,2024-04-03,MacBook Air M2,Portátiles,844.67,2,1689.34,paypal,15.52,511.48
5802,1734,2024-11-10,Garmin Forerunner 255,Relojes inteligentes,407.28,1,407.28,transferencia,7.16,190.76
5803,2964,2023-04-05,Cargador inalámbrico Belkin,Accesorios,99.73,1,99.73,bizum,4.53,28.52
5804,2975,2023-03-10,Ratón Logitech MX Master 3,Accesorios,242.65,1,242.65,paypal,8.37,84.96
5805,4972,2024-11-15,Huawei Watch GT 4,Relojes inteligentes,457.87,1,457.87,paypal,6.95,268.46
5806,4284,2023-09-24,iPhone 15,Móviles,888.08,2,1776.16,bizum,13.34,511.86
5807,3837,2023-09-18,Fitbit Versa 4,Relojes inteligentes,393.32,3,1179.96,transferencia,11.88,223.9
5808,4019,2024-05-03,Asus ZenBook 14,Portátiles,886.59,2,1773.18,bizum,24.97,567.43
5809,1313,2024-03-08,Huawei Watch GT 4,Relojes inteligentes,517.19,1,517.19,bizum,11.88,297.35
5810,471,2024-05-10,Garmin Forerunner 255,Relojes inteligentes,693.08,1,693.08,tarjeta,10.23,327.25
5811,4375,2023-06-21,Cargador inalámbrico Belkin,Accesorios,261.96,2,523.92,transferencia,5.06,102.04
